# Hydrological signatures calculated with observation-based data. Only years with complete hydrological year are used (5% missing values are tolerated per hydrological year).
gauge_id,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
2174,1981-10-01,2020-09-30,39,2.881,0.798,0.992,1.21,0.742,213.103,0.966,5.34,0.0,0.0,0.359,1.167,0.0
2176,1981-10-01,2020-09-30,39,1.712,0.346,0.987,1.348,0.607,198.564,0.722,4.702,3.744,1.446,0.0,0.0,0.0
2179,1981-10-01,2020-09-30,39,2.12,0.541,1.277,2.076,0.577,193.59,0.547,6.079,2.308,1.169,4.385,5.029,0.0
2181,1981-10-01,2020-09-30,39,2.98,0.683,1.355,2.243,0.521,196.872,0.547,8.831,3.667,1.288,23.487,6.361,0.0
2185,1981-10-01,2020-09-30,39,1.895,0.585,1.255,3.249,0.639,244.564,0.164,5.979,1.667,2.407,82.46,15.536,0.0
2187,1981-10-01,2020-09-30,39,3.689,0.87,0.987,1.13,0.767,208.769,1.744,7.391,0.179,1.0,0.0,0.0,0.0
2199,1981-10-01,2020-09-30,39,2.197,0.531,1.508,2.506,0.591,145.487,0.311,6.515,2.487,1.732,41.025,7.018,0.0
2200,1981-10-01,2020-09-30,39,4.254,0.886,0.903,4.29,0.698,271.103,0.593,12.23,0.744,1.208,66.486,18.655,0.0
2202,1981-10-01,2020-09-30,39,1.225,0.409,1.671,2.758,0.512,155.59,0.133,4.121,6.846,1.757,58.845,7.062,0.0
2203,1981-10-01,2020-09-30,39,3.069,0.68,1.412,1.686,0.729,217.077,1.062,7.418,0.154,2.0,1.026,2.5,0.0
2205,1981-10-01,2020-09-30,39,2.725,0.697,1.237,1.242,0.792,214.333,1.232,5.204,0.0,0.0,0.0,0.0,0.0
2206,1984-10-01,2020-09-30,33,3.837,0.807,1.039,1.713,0.677,191.879,0.972,9.883,3.303,1.703,11.394,8.545,0.0
2207,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2208,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2209,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2210,1981-10-01,2020-09-30,39,2.209,0.534,1.319,3.17,0.546,147.256,0.369,6.519,3.128,2.49,39.897,7.553,0.0
2215,1981-10-01,2020-09-30,39,2.435,0.635,1.165,1.777,0.615,191.641,0.442,5.415,0.077,1.0,25.615,1.768,0.0
2217,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2219,1981-10-01,2020-09-30,39,5.711,1.16,0.047,4.88,0.662,281.692,0.47,18.313,5.308,2.156,111.87,19.136,0.0
2232,1981-10-01,2020-09-30,39,3.619,0.844,1.437,2.056,0.656,228.872,0.831,11.442,1.949,2.621,10.025,10.026,0.0
2239,1981-10-01,2020-09-30,39,0.294,0.113,0.06,2.16,0.868,247.513,0.148,0.584,0.667,1.13,0.0,0.0,0.0
2243,1981-10-01,2020-09-30,39,3.597,0.786,1.342,1.153,0.773,213.718,1.63,7.377,0.0,0.0,0.0,0.0,0.0
2244,1981-10-01,2020-09-30,37,3.485,0.98,0.868,2.946,0.636,245.297,0.573,12.348,10.794,4.385,42.85,13.774,0.0
2247,1981-10-01,2020-09-30,39,1.794,0.417,1.636,3.627,0.454,143.538,0.202,6.632,11.461,2.96,93.537,17.289,0.0
2251,1981-10-01,2018-09-30,37,4.38,0.925,1.342,2.754,0.42,199.108,0.563,17.439,20.514,1.595,67.434,7.748,0.0
2252,1981-10-01,2018-09-30,37,2.151,0.461,1.493,4.559,0.261,194.676,0.063,10.295,49.109,2.163,167.436,7.639,0.03
2256,1981-10-01,2020-09-30,39,3.813,1.256,0.485,6.116,0.617,287.795,0.109,14.241,38.845,5.316,153.51,98.148,0.0
2262,1981-10-01,2020-09-30,39,3.807,1.174,0.66,5.966,0.642,272.462,0.234,12.492,8.897,2.479,138.998,72.28,0.0
2263,1981-10-01,2020-09-30,39,2.529,0.926,0.673,2.615,0.715,256.564,0.676,7.812,0.692,1.688,0.538,7.0,0.0
2265,1981-10-01,2020-09-30,39,1.072,0.398,1.062,3.185,0.64,263.538,0.22,3.988,14.025,4.273,14.205,13.85,0.0
2268,1981-10-01,2020-09-30,39,6.402,1.197,0.392,5.644,0.63,291.256,0.397,24.099,61.597,10.092,157.071,51.907,0.0
2269,1981-10-01,2020-09-30,39,5.348,1.246,0.035,5.338,0.658,282.513,0.559,17.923,9.666,2.6,127.023,55.044,0.0
2270,1981-10-01,2016-09-30,35,2.298,0.533,1.369,3.239,0.538,149.486,0.399,6.7,2.171,2.452,37.114,4.344,0.0
2276,1981-10-01,2020-09-30,39,3.455,0.736,0.96,2.591,0.695,242.051,0.815,9.08,0.487,1.188,8.538,13.875,0.0
2282,1981-10-01,2020-09-30,39,2.462,0.545,1.422,2.775,0.496,185.538,0.307,7.971,4.385,1.598,49.82,6.053,0.0
2283,1981-10-01,2020-09-30,39,2.948,0.647,1.519,2.862,0.436,180.385,0.285,10.276,10.025,1.707,74.896,6.378,0.002
2288,1981-10-01,2020-09-30,39,2.663,0.747,1.185,1.095,0.873,223.282,1.439,4.613,0.0,0.0,0.0,0.0,0.0
2289,1981-10-01,2020-09-30,39,2.548,0.687,1.338,1.073,0.823,210.154,1.254,4.602,0.0,0.0,0.0,0.0,0.0
2290,1981-10-01,2020-09-30,39,3.936,0.937,1.012,2.967,0.46,157.026,0.574,14.435,10.077,1.889,44.179,8.658,0.0
2299,1981-10-01,2020-09-30,39,6.697,1.471,0.254,5.489,0.648,276.974,0.465,20.93,3.41,1.415,121.895,17.94,0.0
2300,1981-10-01,2020-09-30,39,4.468,0.762,1.316,3.354,0.46,220.974,0.489,15.358,9.333,1.338,71.127,7.397,0.0
2303,1981-10-01,2020-09-30,39,3.559,0.736,1.388,2.446,0.509,198.333,0.526,10.732,4.564,1.338,36.076,6.863,0.0
2304,1981-10-01,2020-09-30,39,1.599,0.634,0.865,1.62,0.748,237.513,0.514,4.439,0.308,2.4,0.0,0.0,0.0
2305,1981-10-01,2020-09-30,38,2.883,0.699,1.447,2.012,0.508,190.132,0.718,8.923,6.184,1.374,3.0,2.0,0.0
2307,1981-10-01,2020-09-30,39,2.836,0.761,1.159,2.485,0.61,159.692,0.504,7.858,0.462,1.5,25.179,10.124,0.0
2308,1981-10-01,2020-09-30,39,2.335,0.597,1.099,2.573,0.466,189.692,0.357,7.623,7.128,1.433,39.974,4.572,0.0
2309,1981-10-01,2020-09-30,39,9.371,2.954,-0.24,3.329,0.667,210.538,0.0,24.931,0.0,0.0,79.076,14.278,0.139
2312,1981-10-01,2020-09-30,39,1.362,0.487,1.461,2.455,0.475,162.564,0.208,4.468,8.359,1.545,41.486,4.717,0.0
2319,1981-10-01,2020-09-30,39,2.463,0.986,1.244,2.885,0.664,253.282,0.51,7.9,3.0,1.696,14.487,17.656,0.0
2321,1981-10-01,2020-09-30,39,2.683,0.518,1.509,2.2,0.582,192.308,0.579,8.657,5.769,2.184,11.205,5.905,0.0
2327,1981-10-01,2020-09-30,39,3.423,1.245,0.928,3.37,0.712,258.641,0.645,10.28,0.795,2.583,24.461,19.469,0.0
2342,1981-10-01,2020-09-30,39,2.599,0.824,1.173,1.841,0.727,247.718,0.815,7.265,1.154,1.607,0.026,1.0,0.0
2343,1981-10-01,2020-09-30,39,1.747,0.491,1.331,1.128,0.76,174.128,0.743,3.733,0.385,1.25,0.0,0.0,0.0
2346,1981-10-01,2020-09-30,39,4.087,0.915,0.795,4.357,0.687,277.308,0.657,12.493,2.41,2.41,66.948,5.841,0.0
2347,1981-10-01,2020-09-30,39,5.303,1.133,1.138,3.533,0.438,221.59,0.383,19.633,21.615,2.297,106.331,17.498,0.0
2349,1981-10-01,2020-09-30,39,1.973,0.428,1.529,3.491,0.313,175.795,0.068,9.069,33.925,2.921,146.726,14.824,0.0
2351,1981-10-01,2020-09-30,39,1.897,0.63,0.54,1.508,0.709,258.333,0.481,4.625,0.128,1.25,5.0,1.757,0.0
2352,1981-10-01,2020-09-30,39,2.434,0.474,1.945,2.434,0.69,252.0,0.454,6.537,1.0,1.258,26.051,5.552,0.0
2355,1981-10-01,2020-09-30,39,2.537,0.88,0.929,2.958,0.722,256.949,0.54,7.428,0.359,2.8,12.718,13.405,0.0
2356,1981-10-01,2020-09-30,39,5.088,1.001,0.891,3.129,0.547,244.872,0.531,16.819,11.256,2.425,77.922,44.691,0.0
2364,1981-10-01,2020-09-30,39,1.185,0.24,1.341,1.541,0.707,233.103,0.419,3.674,4.308,2.182,0.0,0.0,0.0
2366,1981-10-01,2020-09-30,39,3.288,0.863,0.926,2.11,0.685,234.821,0.901,9.927,2.667,2.261,0.538,3.0,0.0
2368,1985-10-01,2020-09-30,35,2.114,0.4,1.768,2.178,0.375,192.143,0.288,7.484,22.828,2.97,84.77,8.804,0.0
2369,1981-10-01,2020-09-30,39,1.291,0.429,1.427,2.111,0.589,141.59,0.212,3.893,4.923,1.352,30.871,6.081,0.0
2370,1981-10-01,2020-09-30,39,2.231,0.526,1.48,3.341,0.532,146.615,0.354,6.668,3.436,2.528,51.768,4.985,0.0
2371,1981-10-01,2020-09-30,39,1.714,0.328,1.303,3.106,0.51,151.744,0.156,5.412,3.949,2.026,63.153,10.22,0.0
2372,1981-10-01,2020-09-30,39,4.631,0.915,1.193,1.578,0.73,235.359,1.512,10.187,0.026,1.0,0.564,1.692,0.0
2374,1981-10-01,2020-09-30,39,3.143,0.664,1.208,2.547,0.456,191.385,0.43,10.473,7.102,1.385,48.435,6.297,0.0
2378,1981-10-01,2020-09-30,39,2.836,0.607,1.333,2.732,0.58,155.667,0.603,8.17,1.026,1.538,12.154,2.126,0.0
2386,1981-10-01,2020-09-30,39,1.57,0.483,1.575,2.065,0.574,158.821,0.343,4.583,3.385,1.389,12.128,4.339,0.0
2387,1981-10-01,2020-09-30,39,2.099,0.669,1.145,2.14,0.626,241.718,0.471,5.487,0.513,1.429,9.333,1.733,0.0
2392,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2403,1981-10-01,2020-09-30,39,0.603,0.222,1.494,3.074,0.494,265.513,0.097,3.187,41.538,6.136,77.999,9.627,0.0
2409,1981-10-01,2020-09-30,39,2.917,0.658,1.233,3.727,0.433,206.462,0.222,10.163,9.872,1.447,90.46,6.918,0.0
2410,1981-10-01,2020-09-30,39,3.658,1.04,0.844,1.227,0.819,225.821,1.835,6.766,0.051,1.0,0.0,0.0,0.0
2412,1981-10-01,2020-09-30,39,2.304,0.635,1.576,2.496,0.507,154.615,0.402,7.608,7.0,1.393,29.538,5.512,0.0
2414,1981-10-01,2020-09-30,39,2.787,0.68,1.397,2.721,0.427,157.231,0.271,10.112,12.641,1.55,66.409,7.077,0.0
2415,1981-10-01,2020-09-30,39,1.654,0.516,1.304,1.435,0.728,172.667,0.66,3.611,0.231,1.286,0.0,0.0,0.0
2416,1981-10-01,2020-09-30,39,1.486,0.466,1.647,1.409,0.772,173.667,0.402,3.122,0.0,0.0,8.026,22.357,0.0
2417,1981-10-01,2020-09-30,39,1.42,0.453,1.858,1.382,0.813,195.538,0.401,2.864,0.0,0.0,9.487,14.8,0.0
2418,1981-10-01,2020-09-30,39,0.268,0.093,3.289,1.244,0.404,240.077,0.046,1.129,25.128,4.804,63.922,10.839,0.0
2419,1981-10-01,2020-09-30,39,3.933,0.789,1.085,3.766,0.709,265.795,0.723,11.273,1.154,1.667,28.205,14.865,0.0
2420,1981-10-01,2020-09-30,39,3.696,0.827,1.113,2.565,0.617,237.128,0.649,10.613,3.564,1.511,27.487,2.3,0.0
2426,1981-10-01,2020-09-30,39,1.782,0.409,1.144,1.975,0.664,225.051,0.502,4.66,0.974,1.267,0.103,4.0,0.0
2430,1981-10-01,2020-09-30,39,5.932,1.372,1.085,4.251,0.599,262.872,0.703,21.718,16.077,2.657,101.998,29.036,0.0
2432,1981-10-01,2020-09-30,39,1.525,0.476,1.535,2.956,0.56,145.949,0.188,5.011,6.308,2.299,60.076,8.977,0.0
2433,1981-10-01,2020-09-30,39,4.396,1.101,1.293,3.51,0.528,164.974,0.327,13.248,1.205,1.679,70.486,8.839,0.0
2434,1981-10-01,2020-09-30,39,1.266,0.376,1.697,2.622,0.562,154.897,0.171,3.933,3.538,1.568,45.743,7.282,0.0
2436,1981-10-01,2020-09-30,39,2.668,0.516,1.38,3.202,0.423,213.513,0.208,9.651,13.282,1.556,81.665,6.791,0.0
2437,1981-10-01,2020-09-30,39,2.0,0.61,1.723,3.272,0.378,130.0,0.1,7.76,22.102,2.005,108.793,8.803,0.004
2446,1983-10-01,2020-09-30,37,1.709,0.511,1.597,2.607,0.476,144.973,-0.402,5.066,0.0,0.0,64.159,2.488,0.103
2447,1983-10-01,2020-09-30,37,1.336,0.441,2.003,2.239,0.561,148.459,0.0,3.826,0.622,1.533,44.808,1.979,0.052
2450,1981-10-01,2020-09-30,39,1.308,0.398,1.703,1.418,0.685,171.179,0.421,3.117,1.0,1.5,1.128,2.933,0.0
2457,1981-10-01,2020-09-30,38,4.697,0.972,0.621,2.847,0.791,259.132,1.413,10.33,0.0,0.0,1.447,2.895,0.0
2458,1981-10-01,2020-09-30,39,0.618,0.173,1.772,3.016,0.46,133.462,0.05,2.305,14.359,1.965,83.152,7.143,0.0
2461,1981-10-01,2020-09-30,39,3.04,0.573,1.275,2.534,0.511,181.795,0.427,10.973,11.282,2.472,51.461,8.726,0.0
2462,1999-10-01,2020-09-30,21,2.933,1.042,0.686,3.849,0.709,261.286,0.544,8.656,0.19,2.0,35.901,7.32,0.0
2463,1981-10-01,2020-09-30,39,2.181,0.453,1.062,1.618,0.703,191.103,0.43,5.429,0.487,1.118,19.512,7.461,0.002
2467,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2468,1981-10-01,2020-09-30,39,3.343,0.704,1.163,2.418,0.481,203.795,0.6,10.569,6.0,1.322,26.743,4.615,0.0
2469,1981-10-01,2020-09-30,39,3.584,0.871,0.847,2.637,0.745,249.795,0.94,8.585,0.103,1.333,2.949,5.476,0.0
2471,1981-10-01,2020-09-30,39,1.599,0.481,1.247,1.176,0.751,166.0,0.685,3.508,0.154,1.0,0.0,0.0,0.0
2473,1981-10-01,2020-09-30,39,3.201,0.88,1.071,1.545,0.765,237.718,1.221,7.141,0.051,1.0,0.128,1.0,0.0
2474,1982-10-01,2020-09-30,37,3.1,0.674,1.434,2.522,0.526,237.946,0.549,10.848,13.513,2.404,32.458,19.063,0.0
2475,1982-10-01,2020-09-30,38,1.107,0.21,1.644,1.122,0.404,209.158,0.313,2.794,16.131,2.331,0.0,0.0,0.0
2477,1982-10-01,2020-09-30,38,2.513,0.586,1.168,1.31,0.707,196.921,0.888,5.993,0.447,1.417,2.132,9.0,0.0
2478,1982-10-01,2020-09-30,38,1.613,0.457,1.298,2.178,0.607,161.474,0.352,4.586,1.921,1.553,9.947,6.873,0.0
2480,1981-10-01,2020-09-30,39,2.573,0.637,1.479,2.933,0.51,155.385,0.363,8.726,5.179,1.772,44.999,9.804,0.0
2481,1981-10-01,2020-09-30,39,4.677,1.017,0.618,2.708,0.73,254.154,1.096,11.883,0.103,1.333,9.769,2.523,0.0
2484,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
