date,discharge_vol(m3/s),discharge_spec(mm/d),waterlevel(m),precipitation(mm/d),temperature_min(degC),temperature_mean(degC),temperature_max(degC),rel_sun_dur(%),swe(mm)
1981-03-13,0.191,1.171,1861.357,0.1,-5.78,-4.62,-2.71,29.15,NaN
1981-03-14,0.176,1.079,1861.352,3.76,-8.1,-3.8,-0.29,86.77,NaN
1981-03-15,0.166,1.018,1861.349,20.98,-6.37,-4.38,-2.64,0.19,NaN
1981-03-16,0.158,0.969,1861.346,0.05,-9.19,-7.35,-5.1,82.94,NaN
1981-03-17,0.143,0.877,1861.341,23.62,-9.84,-9.0,-6.57,0.06,NaN
1981-03-18,0.143,0.877,1861.341,0.12,-12.95,-11.89,-10.7,9.26,NaN
1981-03-19,0.146,0.895,1861.342,0.0,-15.74,-9.12,-2.65,99.79,NaN
1981-03-20,0.146,0.895,1861.342,0.0,-12.14,-3.95,1.77,80.45,NaN
1981-03-21,0.153,0.938,1861.344,0.0,-6.79,-3.17,2.22,91.43,NaN
1981-03-22,0.146,0.895,1861.342,0.0,-7.7,-2.96,1.35,45.74,NaN
1981-03-23,0.144,0.883,1861.341,0.0,-5.57,-1.47,2.84,48.12,NaN
1981-03-24,0.15,0.92,1861.343,0.0,-3.28,1.5,5.02,95.7,NaN
1981-03-25,0.204,1.251,1861.36,0.0,0.18,3.86,9.43,92.26,NaN
1981-03-26,0.244,1.496,1861.373,5.87,0.12,1.63,4.11,0.88,NaN
1981-03-27,0.253,1.551,1861.375,0.0,-5.17,0.13,6.37,99.72,NaN
1981-03-28,0.292,1.79,1861.385,11.22,-1.83,1.32,5.13,75.7,NaN
1981-03-29,0.413,2.532,1861.414,13.9,-0.51,0.31,0.87,0.17,NaN
1981-03-30,0.614,3.765,1861.449,82.82,-0.45,0.07,1.05,0.13,NaN
1981-03-31,2.283,13.999,1861.65,28.15,0.28,1.45,2.22,0.1,NaN
1981-04-01,0.837,5.132,1861.487,0.23,1.06,1.89,3.5,0.2,NaN
1981-04-02,0.671,4.114,1861.46,0.0,-1.13,2.93,7.77,88.35,NaN
1981-04-03,0.65,3.986,1861.458,0.0,0.16,3.45,7.46,91.16,NaN
1981-04-04,0.692,4.243,1861.464,0.0,-1.79,2.17,7.04,98.33,NaN
1981-04-05,0.645,3.955,1861.457,7.66,-0.65,1.9,5.5,43.52,NaN
1981-04-06,0.618,3.789,1861.452,0.09,-1.15,1.05,5.29,39.31,NaN
1981-04-07,0.638,3.912,1861.455,0.0,-2.65,1.5,7.56,98.59,NaN
1981-04-08,0.644,3.949,1861.457,1.06,-0.46,2.5,7.92,59.78,NaN
1981-04-09,0.751,4.605,1861.474,0.0,-1.56,1.74,6.63,70.69,NaN
1981-04-10,0.818,5.016,1861.484,0.0,-1.3,2.85,7.73,95.64,NaN
1981-04-11,0.941,5.77,1861.503,0.0,-1.23,3.72,11.09,95.62,NaN
1981-04-12,0.973,5.966,1861.508,0.0,0.44,3.52,9.6,65.1,NaN
1981-04-13,0.898,5.506,1861.497,0.0,-2.34,2.72,9.75,99.44,NaN
1981-04-14,0.843,5.169,1861.489,0.0,-1.66,3.52,10.92,97.06,NaN
1981-04-15,0.809,4.961,1861.484,0.0,-0.94,3.21,5.84,59.53,NaN
1981-04-16,0.798,4.893,1861.482,0.0,-0.69,2.66,6.72,78.32,NaN
1981-04-17,0.747,4.58,1861.474,0.0,-4.23,-1.23,3.15,94.47,NaN
1981-04-18,0.621,3.808,1861.453,0.0,-8.19,-6.81,-3.47,86.9,NaN
1981-04-19,0.521,3.195,1861.435,5.6,-12.72,-6.84,-2.56,58.42,NaN
1981-04-20,0.461,2.827,1861.424,3.1,-7.12,-5.43,-3.5,0.13,NaN
1981-04-21,0.412,2.526,1861.414,0.0,-9.07,-4.03,0.59,49.52,NaN
1981-04-22,0.406,2.49,1861.412,0.0,-8.33,-1.24,5.4,99.62,NaN
1981-04-23,0.405,2.483,1861.412,0.0,-3.4,1.08,6.0,56.67,NaN
1981-04-24,0.391,2.398,1861.409,8.69,-2.06,0.16,3.19,0.85,NaN
1981-04-25,0.388,2.379,1861.409,9.14,-1.73,-1.38,-0.99,1.63,NaN
1981-04-26,0.374,2.293,1861.405,15.83,-3.13,-2.17,-0.58,1.93,NaN
1981-04-27,0.342,2.097,1861.398,0.77,-7.95,-7.1,-5.68,14.65,NaN
1981-04-28,0.334,2.048,1861.396,0.0,-9.42,-6.28,-3.13,51.81,NaN
1981-04-29,0.322,1.974,1861.393,0.0,-9.47,-4.28,-1.19,53.91,NaN
1981-04-30,0.332,2.036,1861.395,0.0,-6.71,-0.87,3.52,52.48,NaN
1981-05-01,0.37,2.269,1861.405,0.11,-0.4,1.45,5.06,9.34,NaN
1981-05-02,0.387,2.373,1861.408,0.0,-1.59,-0.43,0.72,6.05,NaN
1981-05-03,0.38,2.33,1861.407,9.37,-4.59,-1.46,3.2,8.94,NaN
1981-05-04,0.381,2.336,1861.407,1.86,-6.41,-5.29,-3.15,1.44,NaN
1981-05-05,0.359,2.201,1861.402,0.01,-7.34,-5.91,-3.88,21.43,NaN
1981-05-06,0.343,2.103,1861.398,0.0,-6.58,-1.84,2.46,11.85,NaN
1981-05-07,0.353,2.165,1861.4,0.0,-4.12,4.33,10.17,98.59,NaN
1981-05-08,0.409,2.508,1861.413,0.0,0.65,4.35,8.43,12.82,NaN
1981-05-09,0.563,3.452,1861.442,0.0,0.92,4.72,10.55,74.32,NaN
1981-05-10,0.707,4.335,1861.467,9.89,1.02,3.61,7.81,21.49,NaN
1981-05-11,0.86,5.273,1861.491,6.42,-1.0,-0.3,1.79,5.89,NaN
1981-05-12,0.659,4.041,1861.459,0.16,-3.0,0.13,5.6,27.44,NaN
1981-05-13,0.592,3.63,1861.448,3.31,-1.48,0.33,3.94,8.5,NaN
1981-05-14,0.573,3.514,1861.444,1.37,-0.38,2.85,6.79,24.37,NaN
1981-05-15,0.62,3.802,1861.453,2.36,0.53,2.81,6.39,9.73,NaN
1981-05-16,0.641,3.931,1861.456,0.0,0.18,2.74,6.93,3.74,NaN
1981-05-17,0.653,4.004,1861.459,5.74,-0.18,1.49,3.31,12.33,NaN
1981-05-18,0.577,3.538,1861.445,0.0,-3.67,2.83,8.33,19.88,NaN
1981-05-19,0.645,3.955,1861.457,0.0,-0.32,6.22,11.6,75.57,NaN
1981-05-20,0.874,5.359,1861.493,0.0,1.9,8.06,14.19,71.71,NaN
1981-05-21,1.215,7.45,1861.539,0.03,4.56,9.3,16.21,82.17,NaN
1981-05-22,1.415,8.677,1861.566,10.84,0.57,3.37,8.12,0.92,NaN
1981-05-23,1.189,7.291,1861.538,0.0,-0.57,2.2,10.22,78.19,NaN
1981-05-24,1.011,6.199,1861.514,11.5,0.13,2.68,3.81,0.13,NaN
1981-05-25,1.544,9.468,1861.575,55.53,0.79,1.54,2.36,0.19,NaN
1981-05-26,2.791,17.114,1861.698,108.15,-0.69,0.4,1.06,0.13,NaN
1981-05-27,1.543,9.461,1861.58,37.37,-1.47,-0.67,1.95,0.11,NaN
1981-05-28,1.098,6.733,1861.526,0.0,-5.54,-0.34,5.65,78.55,NaN
1981-05-29,1.123,6.886,1861.528,0.0,-0.91,2.93,6.9,59.61,NaN
1981-05-30,1.283,7.867,1861.55,0.0,0.9,5.18,8.77,34.47,NaN
1981-05-31,1.882,11.54,1861.613,0.0,1.32,5.53,11.79,71.77,NaN
1981-06-01,2.437,14.943,1861.668,0.0,3.42,7.82,11.42,71.78,NaN
1981-06-02,2.911,17.85,1861.711,0.0,4.2,8.33,15.04,99.28,NaN
1981-06-03,2.972,18.224,1861.716,1.3,5.27,9.35,14.74,75.8,NaN
1981-06-04,2.644,16.213,1861.688,9.97,0.0,1.95,6.16,0.77,NaN
1981-06-05,1.572,9.639,1861.584,0.0,-0.13,3.22,7.71,55.4,NaN
1981-06-06,1.332,8.168,1861.556,0.01,1.46,7.11,11.82,82.27,NaN
1981-06-07,1.343,8.235,1861.558,0.0,3.41,7.45,14.52,36.3,NaN
1981-06-08,1.286,7.886,1861.551,0.26,7.53,9.26,12.79,2.48,NaN
1981-06-09,1.356,8.315,1861.558,14.09,5.54,10.39,16.79,84.35,NaN
1981-06-10,1.691,10.369,1861.597,0.21,3.49,7.32,14.56,82.36,NaN
1981-06-11,1.352,8.29,1861.559,0.0,3.88,10.0,15.65,97.98,NaN
1981-06-12,1.2,7.358,1861.54,0.0,5.79,10.72,14.95,77.68,NaN
1981-06-13,1.168,7.162,1861.536,0.0,6.97,11.09,14.53,97.89,NaN
1981-06-14,1.096,6.721,1861.526,0.0,5.97,11.02,15.32,94.17,NaN
1981-06-15,1.04,6.377,1861.518,0.0,6.33,11.83,16.78,99.33,NaN
1981-06-16,0.991,6.077,1861.511,2.03,6.43,9.72,14.95,26.75,NaN
1981-06-17,0.905,5.549,1861.498,0.69,1.46,3.8,9.73,30.49,NaN
1981-06-18,0.8,4.905,1861.483,0.0,-2.3,-1.27,0.24,4.88,NaN
1981-06-19,0.74,4.538,1861.473,0.09,-2.02,2.11,6.32,42.56,NaN
1981-06-20,0.698,4.28,1861.466,0.0,-2.34,2.47,7.79,28.37,NaN
1981-06-21,0.659,4.041,1861.46,0.03,-2.12,1.06,3.39,17.89,NaN
1981-06-22,0.625,3.832,1861.454,0.1,-2.99,-1.07,4.99,1.66,NaN
1981-06-23,0.582,3.569,1861.446,0.0,-2.05,2.41,6.24,6.41,NaN
1981-06-24,0.565,3.464,1861.443,5.85,0.9,4.67,9.63,24.51,NaN
1981-06-25,0.568,3.483,1861.443,5.16,2.42,4.95,8.48,17.05,NaN
1981-06-26,0.553,3.391,1861.44,4.12,2.44,4.23,7.67,0.86,NaN
1981-06-27,0.525,3.219,1861.436,0.0,1.39,6.27,10.42,50.63,NaN
1981-06-28,0.924,5.666,1861.481,66.66,4.88,6.25,7.32,5.45,NaN
1981-06-29,1.904,11.675,1861.608,0.0,4.29,7.17,11.5,79.5,NaN
1981-06-30,0.943,5.782,1861.504,0.0,0.24,5.63,11.91,69.85,NaN
1981-07-01,0.82,5.028,1861.486,0.0,1.39,9.12,15.84,95.66,NaN
1981-07-02,0.734,4.501,1861.472,28.11,6.37,10.66,14.62,46.71,NaN
1981-07-03,2.246,13.772,1861.636,42.86,2.65,5.45,9.87,6.86,NaN
1981-07-04,2.607,15.986,1861.679,0.0,0.18,5.01,8.68,96.68,NaN
1981-07-05,1.346,8.253,1861.558,0.0,2.19,7.27,12.8,79.05,NaN
1981-07-06,1.059,6.494,1861.521,0.12,5.05,7.19,9.99,25.88,NaN
1981-07-07,0.919,5.635,1861.5,0.0,4.61,7.79,13.64,38.88,NaN
1981-07-08,0.842,5.163,1861.489,0.1,6.07,10.12,13.7,40.78,NaN
1981-07-09,0.794,4.869,1861.482,15.06,7.37,10.91,16.42,45.92,NaN
1981-07-10,0.841,5.157,1861.489,7.16,8.2,10.58,16.11,27.12,NaN
1981-07-11,0.774,4.746,1861.479,3.9,5.89,9.56,14.91,35.06,NaN
1981-07-12,0.731,4.482,1861.472,0.03,7.42,9.04,12.63,12.58,NaN
1981-07-13,0.721,4.421,1861.47,17.5,5.5,8.06,13.16,32.44,NaN
1981-07-14,0.702,4.305,1861.467,0.0,5.14,8.29,11.92,72.93,NaN
1981-07-15,0.654,4.01,1861.459,0.0,3.71,8.03,11.71,32.36,NaN
1981-07-16,0.622,3.814,1861.453,6.38,5.68,10.85,14.64,40.74,NaN
1981-07-17,0.659,4.041,1861.459,52.64,7.83,8.66,11.22,6.43,NaN
1981-07-18,3.148,19.303,1861.718,48.56,-0.51,0.74,2.77,0.09,NaN
1981-07-19,2.466,15.121,1861.671,4.07,-3.03,-1.34,-0.23,1.52,NaN
1981-07-20,1.46,8.952,1861.572,1.61,-0.89,1.48,5.26,3.18,NaN
1981-07-21,1.267,7.769,1861.548,0.0,2.75,5.61,8.61,51.36,NaN
1981-07-22,1.137,6.972,1861.532,0.86,2.16,5.99,9.13,26.82,NaN
1981-07-23,1.086,6.659,1861.525,7.18,2.22,4.69,6.16,2.61,NaN
1981-07-24,1.782,10.927,1861.596,34.66,2.05,2.87,6.07,0.23,NaN
1981-07-25,1.61,9.872,1861.588,0.02,0.17,2.83,6.29,30.08,NaN
1981-07-26,1.24,7.603,1861.545,0.0,0.39,1.79,5.5,33.63,NaN
1981-07-27,1.062,6.512,1861.521,0.2,-0.07,2.71,6.67,2.97,NaN
1981-07-28,0.956,5.862,1861.505,0.0,2.94,5.63,8.53,95.67,NaN
1981-07-29,0.86,5.273,1861.491,0.0,3.36,9.46,14.49,98.83,NaN
1981-07-30,0.788,4.832,1861.481,0.0,6.18,12.08,15.76,96.83,NaN
1981-07-31,0.742,4.55,1861.474,0.0,8.04,13.33,18.09,52.03,NaN
1981-08-01,0.654,4.01,1861.459,0.0,9.43,13.98,19.12,97.83,NaN
1981-08-02,0.63,3.863,1861.455,0.05,10.36,13.78,17.87,63.25,NaN
1981-08-03,0.597,3.661,1861.449,0.02,10.3,14.22,19.37,69.75,NaN
1981-08-04,0.564,3.458,1861.443,0.0,8.23,12.79,17.73,96.57,NaN
1981-08-05,0.544,3.336,1861.439,0.0,7.92,13.04,18.5,78.47,NaN
1981-08-06,0.523,3.207,1861.435,6.01,8.53,11.74,15.82,36.52,NaN
1981-08-07,0.509,3.121,1861.433,0.65,8.22,11.59,17.29,40.21,NaN
1981-08-08,0.488,2.992,1861.429,6.11,7.98,11.08,14.55,62.41,NaN
1981-08-09,0.493,3.023,1861.43,10.13,6.72,8.98,13.84,23.07,NaN
1981-08-10,0.476,2.919,1861.427,3.81,5.13,7.66,11.61,24.88,NaN
1981-08-11,0.466,2.857,1861.425,5.72,5.14,6.64,9.64,3.18,NaN
1981-08-12,0.492,3.017,1861.429,5.58,4.75,7.49,10.74,26.49,NaN
1981-08-13,0.533,3.268,1861.437,0.02,4.26,9.03,14.37,81.74,NaN
1981-08-14,0.504,3.09,1861.432,0.0,5.48,9.94,16.02,90.31,NaN
1981-08-15,0.487,2.986,1861.429,0.0,6.42,11.46,17.5,95.57,NaN
1981-08-16,0.476,2.919,1861.426,9.47,7.79,12.85,18.32,79.86,NaN
1981-08-17,0.463,2.839,1861.424,0.0,5.93,7.93,11.59,85.42,NaN
1981-08-18,0.463,2.839,1861.424,0.0,1.5,7.82,14.32,99.39,NaN
1981-08-19,0.465,2.851,1861.424,0.0,3.76,9.79,15.59,98.62,NaN
1981-08-20,0.462,2.833,1861.424,1.73,4.88,8.6,12.61,69.86,NaN
1981-08-21,0.45,2.759,1861.422,0.0,3.74,5.34,8.38,70.37,NaN
1981-08-22,0.437,2.68,1861.419,0.0,-0.23,6.44,12.55,99.45,NaN
1981-08-23,0.431,2.643,1861.418,0.0,3.72,6.2,10.67,15.43,NaN
1981-08-24,0.429,2.631,1861.418,0.0,0.32,2.92,7.62,50.14,NaN
1981-08-25,0.42,2.575,1861.416,0.0,-0.37,4.54,10.17,95.36,NaN
1981-08-26,0.392,2.404,1861.409,0.0,0.98,5.91,10.26,78.24,NaN
1981-08-27,0.357,2.189,1861.401,0.0,4.45,7.65,10.66,95.3,NaN
1981-08-28,0.332,2.036,1861.395,0.0,4.15,7.58,10.3,97.57,NaN
1981-08-29,0.322,1.974,1861.393,0.0,1.93,8.6,16.01,97.69,NaN
1981-08-30,0.318,1.95,1861.392,0.0,3.36,8.01,14.44,99.18,NaN
1981-08-31,0.311,1.907,1861.39,4.16,4.82,8.75,13.6,69.42,NaN
1981-09-01,0.303,1.858,1861.388,0.94,4.98,6.95,8.58,0.52,NaN
1981-09-02,0.292,1.79,1861.386,1.54,4.83,7.03,10.46,41.0,NaN
1981-09-03,0.358,2.195,1861.401,20.66,2.31,3.98,5.42,0.14,NaN
1981-09-04,0.366,2.244,1861.404,0.28,1.36,3.16,4.26,1.1,NaN
1981-09-05,0.356,2.183,1861.401,0.0,1.95,5.9,10.43,38.93,NaN
1981-09-06,0.345,2.115,1861.399,0.0,2.04,6.49,12.96,96.45,NaN
1981-09-07,0.332,2.036,1861.395,0.0,3.15,7.75,13.76,99.26,NaN
1981-09-08,0.325,1.993,1861.394,0.59,4.38,8.81,14.27,56.23,NaN
1981-09-09,0.323,1.981,1861.393,1.19,6.72,8.13,10.35,2.63,NaN
1981-09-10,0.329,2.017,1861.395,7.69,4.09,6.23,10.44,22.78,NaN
1981-09-11,0.334,2.048,1861.396,0.02,4.68,8.04,10.17,44.24,NaN
1981-09-12,0.331,2.03,1861.395,0.02,3.63,8.32,13.7,74.14,NaN
1981-09-13,0.373,2.287,1861.405,23.27,5.04,6.37,8.14,2.88,NaN
1981-09-14,0.349,2.14,1861.4,0.0,0.85,1.69,4.32,53.18,NaN
1981-09-15,0.326,1.999,1861.394,0.01,-0.2,3.06,6.73,63.82,NaN
1981-09-16,0.315,1.932,1861.391,0.03,4.76,6.36,8.36,5.83,NaN
1981-09-17,0.31,1.901,1861.39,0.0,2.45,6.87,12.16,99.9,NaN
1981-09-18,0.31,1.901,1861.39,1.97,3.95,7.21,10.88,72.92,NaN
1981-09-19,0.307,1.882,1861.389,6.07,5.17,5.77,6.63,0.12,NaN
1981-09-20,0.304,1.864,1861.388,1.61,5.64,6.73,8.5,17.72,NaN
1981-09-21,0.298,1.827,1861.387,22.4,4.81,7.18,7.73,0.65,NaN
1981-09-22,0.532,3.262,1861.435,43.04,6.08,7.22,7.87,1.56,NaN
1981-09-23,0.954,5.85,1861.505,17.29,5.19,6.61,7.74,0.48,NaN
1981-09-24,0.931,5.709,1861.502,14.61,2.39,4.59,5.66,1.99,NaN
1981-09-25,0.847,5.194,1861.489,8.89,2.8,4.57,7.69,37.82,NaN
1981-09-26,1.266,7.763,1861.545,67.97,2.54,3.97,6.06,0.08,NaN
1981-09-27,4.738,29.053,1861.825,20.19,2.9,3.54,5.22,9.96,NaN
1981-09-28,1.991,12.209,1861.627,13.11,-2.37,-0.46,6.24,0.09,NaN
1981-09-29,1.205,7.389,1861.54,0.01,-1.99,-0.96,0.94,5.22,NaN
1981-09-30,0.906,5.555,1861.498,0.0,-2.32,0.81,4.98,94.85,NaN
1981-10-01,0.748,4.587,1861.474,0.09,-0.06,2.71,6.77,90.36,NaN
1981-10-02,0.71,4.354,1861.468,3.85,-0.06,0.9,1.45,0.09,NaN
1981-10-03,0.672,4.121,1861.462,10.14,0.18,1.98,5.44,6.46,NaN
1981-10-04,0.715,4.384,1861.469,0.0,1.13,3.44,5.13,74.06,NaN
1981-10-05,0.671,4.114,1861.462,0.0,3.07,4.52,6.02,1.25,NaN
1981-10-06,0.639,3.918,1861.456,2.22,3.87,5.84,7.99,14.13,NaN
1981-10-07,0.617,3.783,1861.452,3.37,4.14,5.59,8.04,43.86,NaN
1981-10-08,0.596,3.655,1861.448,0.0,0.53,4.39,9.48,98.5,NaN
1981-10-09,0.582,3.569,1861.446,0.46,1.65,5.66,10.52,94.81,NaN
1981-10-10,0.564,3.458,1861.443,2.58,1.96,3.99,4.46,2.72,NaN
1981-10-11,0.545,3.342,1861.439,1.43,0.83,3.07,6.31,55.17,NaN
1981-10-12,0.527,3.231,1861.436,9.11,-2.73,-1.92,-0.07,0.98,NaN
1981-10-13,0.512,3.14,1861.433,0.0,-6.89,-2.14,1.66,99.51,NaN
1981-10-14,0.503,3.084,1861.432,0.0,-6.3,-2.54,1.59,38.79,NaN
1981-10-15,0.482,2.956,1861.428,0.0,-1.16,3.38,7.42,65.26,NaN
1981-10-16,0.471,2.888,1861.426,0.0,0.56,3.59,8.65,97.39,NaN
1981-10-17,0.454,2.784,1861.422,0.0,1.9,4.56,9.44,96.56,NaN
1981-10-18,0.435,2.667,1861.419,0.0,2.51,5.39,9.5,92.7,NaN
1981-10-19,0.43,2.637,1861.418,0.0,2.16,4.38,8.36,99.64,NaN
1981-10-20,0.419,2.569,1861.415,0.08,-0.19,2.05,5.11,78.79,NaN
1981-10-21,0.439,2.692,1861.419,31.1,-0.34,0.21,0.97,0.28,NaN
1981-10-22,0.508,3.115,1861.432,10.13,-7.94,-6.34,-4.75,0.57,NaN
1981-10-23,0.466,2.857,1861.425,0.0,-12.56,-9.37,-5.51,99.85,NaN
1981-10-24,0.435,2.667,1861.419,0.0,-9.25,-7.76,-3.4,95.34,NaN
1981-10-25,0.422,2.588,1861.416,3.69,-12.31,-5.55,-3.12,48.4,NaN
1981-10-26,0.418,2.563,1861.415,44.83,-6.9,-4.82,-3.67,0.1,NaN
1981-10-27,0.401,2.459,1861.411,3.75,-9.22,-7.82,-4.87,0.12,NaN
1981-10-28,0.417,2.557,1861.415,0.0,-8.11,-5.9,-3.84,94.73,NaN
1981-10-29,0.394,2.416,1861.41,0.0,-9.09,-4.68,-0.15,39.64,NaN
1981-10-30,0.39,2.391,1861.409,0.09,-5.86,-3.72,2.23,0.62,NaN
1981-10-31,0.392,2.404,1861.409,0.01,-2.12,3.08,5.08,29.54,NaN
1981-11-01,0.422,2.588,1861.416,0.0,-0.42,4.17,6.28,99.91,NaN
