date,discharge_vol(m3/s),discharge_spec(mm/d),waterlevel(m),precipitation(mm/d),temperature_min(degC),temperature_mean(degC),temperature_max(degC),rel_sun_dur(%),swe(mm)
2015-07-19,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,0.0
2015-07-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-07-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-07-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-07-23,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,0.0
2015-07-24,NaN,NaN,NaN,31.51,NaN,NaN,NaN,NaN,0.0
2015-07-25,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.0
2015-07-26,NaN,NaN,NaN,0.66,NaN,NaN,NaN,NaN,0.0
2015-07-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-07-28,NaN,NaN,NaN,1.29,NaN,NaN,NaN,NaN,0.0
2015-07-29,NaN,NaN,NaN,16.6,NaN,NaN,NaN,NaN,0.0
2015-07-30,NaN,NaN,NaN,1.38,NaN,NaN,NaN,NaN,0.0
2015-07-31,NaN,NaN,NaN,7.02,NaN,NaN,NaN,NaN,0.0
2015-08-01,NaN,NaN,NaN,5.2,NaN,NaN,NaN,NaN,0.0
2015-08-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-04,NaN,NaN,NaN,2.02,NaN,NaN,NaN,NaN,0.0
2015-08-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-08,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN,0.0
2015-08-09,NaN,NaN,NaN,52.95,NaN,NaN,NaN,NaN,0.0
2015-08-10,NaN,NaN,NaN,2.62,NaN,NaN,NaN,NaN,0.0
2015-08-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-14,NaN,NaN,NaN,7.77,NaN,NaN,NaN,NaN,0.0
2015-08-15,NaN,NaN,NaN,19.26,NaN,NaN,NaN,NaN,0.0
2015-08-16,NaN,NaN,NaN,0.79,NaN,NaN,NaN,NaN,0.0
2015-08-17,NaN,NaN,NaN,1.24,NaN,NaN,NaN,NaN,0.0
2015-08-18,NaN,NaN,NaN,20.06,NaN,NaN,NaN,NaN,0.0
2015-08-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-21,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.0
2015-08-22,NaN,NaN,NaN,1.18,NaN,NaN,NaN,NaN,0.0
2015-08-23,NaN,NaN,NaN,52.14,NaN,NaN,NaN,NaN,0.0
2015-08-24,NaN,NaN,NaN,66.73,NaN,NaN,NaN,NaN,0.0
2015-08-25,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,0.0
2015-08-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-08-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-01,NaN,NaN,NaN,0.14,NaN,NaN,NaN,NaN,0.0
2015-09-02,NaN,NaN,NaN,13.39,NaN,NaN,NaN,NaN,0.0
2015-09-03,NaN,NaN,NaN,25.49,NaN,NaN,NaN,NaN,0.0
2015-09-04,NaN,NaN,NaN,2.63,NaN,NaN,NaN,NaN,0.0
2015-09-05,NaN,NaN,NaN,0.49,NaN,NaN,NaN,NaN,0.0
2015-09-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-08,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,0.0
2015-09-09,NaN,NaN,NaN,2.43,NaN,NaN,NaN,NaN,0.0
2015-09-10,NaN,NaN,NaN,3.06,NaN,NaN,NaN,NaN,0.0
2015-09-11,NaN,NaN,NaN,0.9,NaN,NaN,NaN,NaN,0.0
2015-09-12,NaN,NaN,NaN,7.07,NaN,NaN,NaN,NaN,0.0
2015-09-13,NaN,NaN,NaN,117.03,NaN,NaN,NaN,NaN,0.0
2015-09-14,NaN,NaN,NaN,10.85,NaN,NaN,NaN,NaN,0.0
2015-09-15,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN,0.0
2015-09-16,NaN,NaN,NaN,49.73,NaN,NaN,NaN,NaN,0.0
2015-09-17,NaN,NaN,NaN,32.81,NaN,NaN,NaN,NaN,0.0
2015-09-18,NaN,NaN,NaN,2.63,NaN,NaN,NaN,NaN,0.0
2015-09-19,NaN,NaN,NaN,0.29,NaN,NaN,NaN,NaN,0.0
2015-09-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-21,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.0
2015-09-22,NaN,NaN,NaN,19.53,NaN,NaN,NaN,NaN,0.0
2015-09-23,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,0.0
2015-09-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-27,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.0
2015-09-28,NaN,NaN,NaN,0.65,NaN,NaN,NaN,NaN,0.0
2015-09-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-09-30,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,0.0
2015-10-01,NaN,NaN,NaN,0.12,NaN,NaN,NaN,NaN,0.0
2015-10-02,NaN,NaN,NaN,58.56,NaN,NaN,NaN,NaN,0.0
2015-10-03,NaN,NaN,NaN,66.53,NaN,NaN,NaN,NaN,0.0
2015-10-04,NaN,NaN,NaN,1.67,NaN,NaN,NaN,NaN,0.0
2015-10-05,NaN,NaN,NaN,0.17,NaN,NaN,NaN,NaN,0.0
2015-10-06,NaN,NaN,NaN,0.38,NaN,NaN,NaN,NaN,0.0
2015-10-07,NaN,NaN,NaN,6.26,NaN,NaN,NaN,NaN,0.0
2015-10-08,NaN,NaN,NaN,7.7,NaN,NaN,NaN,NaN,0.0
2015-10-09,NaN,NaN,NaN,15.85,NaN,NaN,NaN,NaN,0.0
2015-10-10,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,0.0
2015-10-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-10-12,NaN,NaN,NaN,6.38,NaN,NaN,NaN,NaN,0.0
2015-10-13,NaN,NaN,NaN,32.8,NaN,NaN,NaN,NaN,0.0
2015-10-14,NaN,NaN,NaN,10.91,NaN,NaN,NaN,NaN,0.0
2015-10-15,NaN,NaN,NaN,22.57,NaN,NaN,NaN,NaN,0.0
2015-10-16,NaN,NaN,NaN,2.28,NaN,NaN,NaN,NaN,1.0
2015-10-17,NaN,NaN,NaN,0.65,NaN,NaN,NaN,NaN,1.0
2015-10-18,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,0.0
2015-10-19,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,0.0
2015-10-20,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,0.0
2015-10-21,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,0.0
2015-10-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-10-23,NaN,NaN,NaN,0.28,NaN,NaN,NaN,NaN,0.0
2015-10-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-10-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-10-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-10-27,NaN,NaN,NaN,2.88,NaN,NaN,NaN,NaN,0.0
2015-10-28,NaN,NaN,NaN,16.15,NaN,NaN,NaN,NaN,0.0
2015-10-29,NaN,NaN,NaN,0.26,NaN,NaN,NaN,NaN,0.0
2015-10-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-10-31,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,0.0
2015-11-01,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,0.0
2015-11-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-03,NaN,NaN,NaN,0.34,NaN,NaN,NaN,NaN,0.0
2015-11-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-20,NaN,NaN,NaN,0.32,NaN,NaN,NaN,NaN,0.0
2015-11-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-11-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-23,NaN,NaN,NaN,0.09,NaN,NaN,NaN,NaN,0.0
2015-12-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2015-12-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-01-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-01-02,NaN,NaN,NaN,2.92,NaN,NaN,NaN,NaN,0.0
2016-01-03,NaN,NaN,NaN,3.66,NaN,NaN,NaN,NaN,1.0
2016-01-04,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,4.0
2016-01-05,NaN,NaN,NaN,0.18,NaN,NaN,NaN,NaN,4.0
2016-01-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-07,NaN,NaN,NaN,2.7,NaN,NaN,NaN,NaN,3.0
2016-01-08,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,5.0
2016-01-09,NaN,NaN,NaN,0.54,NaN,NaN,NaN,NaN,5.0
2016-01-10,NaN,NaN,NaN,7.43,NaN,NaN,NaN,NaN,4.0
2016-01-11,NaN,NaN,NaN,5.24,NaN,NaN,NaN,NaN,4.0
2016-01-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-01-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,3.0
2016-01-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,3.0
2016-01-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,2.0
2016-01-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,2.0
2016-01-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-01-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-01-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-01-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-02-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-02-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-02-03,NaN,NaN,NaN,0.64,NaN,NaN,NaN,NaN,0.0
2016-02-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-02-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-02-06,NaN,NaN,NaN,13.62,NaN,NaN,NaN,NaN,0.0
2016-02-07,NaN,NaN,NaN,43.73,NaN,NaN,NaN,NaN,6.0
2016-02-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,25.0
2016-02-09,NaN,NaN,NaN,23.22,NaN,NaN,NaN,NaN,22.0
2016-02-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,28.0
2016-02-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,27.0
2016-02-12,NaN,NaN,NaN,0.92,NaN,NaN,NaN,NaN,26.0
2016-02-13,NaN,NaN,NaN,0.34,NaN,NaN,NaN,NaN,26.0
2016-02-14,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,26.0
2016-02-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,26.0
2016-02-16,NaN,NaN,NaN,3.1,NaN,NaN,NaN,NaN,24.0
2016-02-17,NaN,NaN,NaN,4.06,NaN,NaN,NaN,NaN,24.0
2016-02-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,25.0
2016-02-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,24.0
2016-02-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,23.0
2016-02-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,21.0
2016-02-22,NaN,NaN,NaN,6.97,NaN,NaN,NaN,NaN,16.0
2016-02-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,15.0
2016-02-24,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,13.0
2016-02-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,13.0
2016-02-26,NaN,NaN,NaN,5.51,NaN,NaN,NaN,NaN,12.0
2016-02-27,NaN,NaN,NaN,27.12,NaN,NaN,NaN,NaN,16.0
2016-02-28,NaN,NaN,NaN,31.26,NaN,NaN,NaN,NaN,26.0
2016-02-29,NaN,NaN,NaN,5.47,NaN,NaN,NaN,NaN,34.0
2016-03-01,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,32.0
2016-03-02,NaN,NaN,NaN,2.23,NaN,NaN,NaN,NaN,27.0
2016-03-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,26.0
2016-03-04,NaN,NaN,NaN,6.61,NaN,NaN,NaN,NaN,26.0
2016-03-05,NaN,NaN,NaN,30.46,NaN,NaN,NaN,NaN,29.0
2016-03-06,NaN,NaN,NaN,16.77,NaN,NaN,NaN,NaN,49.0
2016-03-07,NaN,NaN,NaN,3.39,NaN,NaN,NaN,NaN,57.0
2016-03-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,57.0
2016-03-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,55.0
2016-03-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,54.0
2016-03-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,48.0
2016-03-12,NaN,NaN,NaN,0.67,NaN,NaN,NaN,NaN,47.0
2016-03-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,43.0
2016-03-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,37.0
2016-03-15,NaN,NaN,NaN,18.5,NaN,NaN,NaN,NaN,36.0
2016-03-16,NaN,NaN,NaN,4.77,NaN,NaN,NaN,NaN,39.0
2016-03-17,NaN,NaN,NaN,6.83,NaN,NaN,NaN,NaN,42.0
2016-03-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,42.0
2016-03-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,37.0
2016-03-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,32.0
2016-03-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,28.0
2016-03-22,NaN,NaN,NaN,1.32,NaN,NaN,NaN,NaN,23.0
2016-03-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,20.0
2016-03-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,18.0
2016-03-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,16.0
2016-03-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,14.0
2016-03-27,NaN,NaN,NaN,2.03,NaN,NaN,NaN,NaN,12.0
2016-03-28,NaN,NaN,NaN,2.04,NaN,NaN,NaN,NaN,11.0
2016-03-29,NaN,NaN,NaN,0.81,NaN,NaN,NaN,NaN,10.0
2016-03-30,NaN,NaN,NaN,18.08,NaN,NaN,NaN,NaN,9.0
2016-03-31,NaN,NaN,NaN,39.47,NaN,NaN,NaN,NaN,9.0
2016-04-01,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,8.0
2016-04-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,7.0
2016-04-03,NaN,NaN,NaN,22.11,NaN,NaN,NaN,NaN,6.0
2016-04-04,NaN,NaN,NaN,47.15,NaN,NaN,NaN,NaN,5.0
2016-04-05,NaN,NaN,NaN,1.75,NaN,NaN,NaN,NaN,4.0
2016-04-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,4.0
2016-04-07,NaN,NaN,NaN,18.83,NaN,NaN,NaN,NaN,3.0
2016-04-08,NaN,NaN,NaN,8.76,NaN,NaN,NaN,NaN,3.0
2016-04-09,NaN,NaN,NaN,0.11,NaN,NaN,NaN,NaN,3.0
2016-04-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,2.0
2016-04-11,NaN,NaN,NaN,2.68,NaN,NaN,NaN,NaN,2.0
2016-04-12,NaN,NaN,NaN,0.65,NaN,NaN,NaN,NaN,2.0
2016-04-13,NaN,NaN,NaN,5.13,NaN,NaN,NaN,NaN,2.0
2016-04-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,2.0
2016-04-15,NaN,NaN,NaN,14.94,NaN,NaN,NaN,NaN,1.0
2016-04-16,NaN,NaN,NaN,24.66,NaN,NaN,NaN,NaN,1.0
2016-04-17,NaN,NaN,NaN,28.07,NaN,NaN,NaN,NaN,1.0
2016-04-18,NaN,NaN,NaN,9.48,NaN,NaN,NaN,NaN,1.0
2016-04-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-04-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-04-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-04-22,NaN,NaN,NaN,3.67,NaN,NaN,NaN,NaN,0.0
2016-04-23,NaN,NaN,NaN,0.47,NaN,NaN,NaN,NaN,0.0
2016-04-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-04-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-04-26,NaN,NaN,NaN,2.58,NaN,NaN,NaN,NaN,0.0
2016-04-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-04-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-04-29,NaN,NaN,NaN,1.49,NaN,NaN,NaN,NaN,0.0
2016-04-30,NaN,NaN,NaN,33.83,NaN,NaN,NaN,NaN,0.0
2016-05-01,NaN,NaN,NaN,2.09,NaN,NaN,NaN,NaN,2.0
2016-05-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0
2016-05-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-05,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,0.0
2016-05-06,NaN,NaN,NaN,0.18,NaN,NaN,NaN,NaN,0.0
2016-05-07,NaN,NaN,NaN,1.17,NaN,NaN,NaN,NaN,0.0
2016-05-08,NaN,NaN,NaN,7.13,NaN,NaN,NaN,NaN,0.0
2016-05-09,NaN,NaN,NaN,21.5,NaN,NaN,NaN,NaN,0.0
2016-05-10,NaN,NaN,NaN,11.65,NaN,NaN,NaN,NaN,0.0
2016-05-11,NaN,NaN,NaN,92.64,NaN,NaN,NaN,NaN,0.0
2016-05-12,NaN,NaN,NaN,4.97,NaN,NaN,NaN,NaN,0.0
2016-05-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-18,NaN,NaN,NaN,15.16,NaN,NaN,NaN,NaN,0.0
2016-05-19,NaN,NaN,NaN,0.73,NaN,NaN,NaN,NaN,0.0
2016-05-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-22,NaN,NaN,NaN,9.75,NaN,NaN,NaN,NaN,0.0
2016-05-23,NaN,NaN,NaN,26.82,NaN,NaN,NaN,NaN,0.0
2016-05-24,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.0
2016-05-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0
2016-05-28,NaN,NaN,NaN,12.23,NaN,NaN,NaN,NaN,0.0
2016-05-29,NaN,NaN,NaN,74.98,NaN,NaN,NaN,NaN,0.0
2016-05-30,NaN,NaN,NaN,19.65,NaN,NaN,NaN,NaN,0.0
2016-05-31,NaN,NaN,NaN,11.95,NaN,NaN,NaN,NaN,0.0
2016-06-01,NaN,NaN,NaN,5.46,NaN,NaN,NaN,NaN,0.0
2016-06-02,NaN,NaN,NaN,6.52,NaN,NaN,NaN,NaN,0.0
2016-06-03,NaN,NaN,NaN,7.73,NaN,NaN,NaN,NaN,0.0
2016-06-04,NaN,NaN,NaN,12.16,NaN,NaN,NaN,NaN,0.0
2016-06-05,NaN,NaN,NaN,4.48,NaN,NaN,NaN,NaN,0.0
